Date,Open,High,Low,Close,Adj Close,Volume
2017-12-01,179.509995,182.0,177.130005,179.520004,179.520004,3016200
2017-12-04,180.33999599999999,180.619995,168.429993,168.440002,168.440002,5931400
2017-12-05,167.690002,171.779999,165.679993,167.53999299999998,167.53999299999998,4698700
2017-12-06,166.78999299999998,173.96000700000002,165.75,173.520004,173.520004,3773000
2017-12-07,173.46000700000002,175.899994,172.130005,174.610001,174.610001,2442000
2017-12-08,177.080002,177.199997,173.169998,173.570007,173.570007,2101800
2017-12-11,173.770004,174.979996,173.199997,174.309998,174.309998,2776700
2017-12-12,172.690002,174.130005,170.429993,172.53999299999998,172.53999299999998,3924200
2017-12-13,173.5,177.419998,173.28999299999998,176.830002,176.830002,4591700
2017-12-14,178.259995,178.720001,174.979996,175.0,175.0,4720900
2017-12-15,179.360001,179.979996,174.300003,177.509995,177.509995,9191700
2017-12-18,178.419998,179.149994,175.309998,176.740005,176.740005,3435400
2017-12-19,176.009995,176.759995,174.229996,174.970001,174.970001,2509500
2017-12-20,176.0,176.0,172.919998,174.25,174.25,2677300
2017-12-21,174.050003,175.320007,174.0,174.559998,174.559998,2164100
2017-12-22,173.990005,175.100006,173.75,175.0,175.0,1702600
2017-12-26,174.360001,175.0,173.029999,174.440002,174.440002,918400
2017-12-27,174.649994,175.440002,173.970001,175.360001,175.360001,1527800
2017-12-28,175.919998,176.0,174.850006,175.550003,175.550003,1043700
2017-12-29,175.190002,176.970001,175.100006,175.240005,175.240005,1810300
2018-01-02,175.850006,177.800003,175.259995,177.699997,177.699997,2432800
2018-01-03,178.0,181.889999,177.699997,181.03999299999998,181.03999299999998,2561200
2018-01-04,181.929993,184.059998,181.639999,183.220001,183.220001,2211400
2018-01-05,185.0,185.899994,183.53999299999998,185.33999599999999,185.33999599999999,2376500
2018-01-08,184.949997,185.600006,183.830002,185.03999299999998,185.03999299999998,2088000
2018-01-09,185.570007,186.970001,183.929993,186.699997,186.699997,1804300
2018-01-10,185.21000700000002,187.270004,185.070007,187.110001,187.110001,1664300
2018-01-11,187.28999299999998,188.940002,186.190002,188.919998,188.919998,1600100
2018-01-12,189.08999599999999,195.5,188.990005,195.050003,195.050003,4246000
2018-01-16,195.919998,198.21000700000002,191.71000700000002,192.46000700000002,192.46000700000002,4595600
2018-01-17,194.020004,197.119995,192.770004,196.490005,196.490005,2969500
2018-01-18,196.21000700000002,196.58999599999999,194.059998,196.199997,196.199997,2539400
2018-01-19,196.240005,196.630005,194.649994,195.729996,195.729996,2343000
2018-01-22,195.699997,198.0,194.419998,197.83999599999999,197.83999599999999,1701300
2018-01-23,202.28999299999998,204.449997,199.440002,200.08999599999999,200.08999599999999,3898900
