Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,83.089996,83.449997,82.66999799999999,83.019997,68.011421,3043700
2010-01-05,82.800003,83.230003,81.699997,82.5,67.585449,2847000
2010-01-06,83.879997,84.599998,83.510002,83.66999799999999,68.5439,5268500
2010-01-07,83.32,83.760002,82.120003,83.730003,68.593048,4470100
2010-01-08,83.690002,84.32,83.300003,84.32,69.076401,3405800
2010-01-11,84.379997,84.599998,83.410004,83.980003,68.797844,2927100
2010-01-12,83.58000200000001,84.18,83.300003,84.050003,68.855202,3031800
2010-01-13,84.110001,84.110001,83.199997,83.779999,68.63401800000001,3102000
2010-01-14,83.739998,83.93,83.41999799999999,83.5,68.40460999999999,2634100
2010-01-15,83.519997,84.089996,82.870003,83.370003,68.298149,3955000
2010-01-19,83.82,85.16999799999999,83.5,85.120003,69.73174300000001,4500400
2010-01-20,84.83000200000001,85.129997,83.589996,84.720001,69.404083,3671200
2010-01-21,84.599998,84.599998,82.57,82.699997,67.749268,4783200
2010-01-22,82.400002,82.83000200000001,81.300003,81.480003,66.749832,4809000
2010-01-25,82.33000200000001,82.889999,81.480003,81.83000200000001,67.03653,3386600
2010-01-26,81.459999,82.730003,81.040001,81.629997,66.872704,3138000
2010-01-27,81.33000200000001,82.839996,81.010002,82.300003,67.42156999999999,5066900
2010-01-28,82.620003,82.639999,79.110001,80.75,66.151802,6820700
2010-01-29,81.349998,81.879997,80.18,80.489998,65.938797,4347000
2010-02-01,80.839996,80.889999,79.940002,80.440002,65.897842,3632700
2010-02-02,80.699997,80.940002,79.699997,80.43,65.88963299999999,4690000
2010-02-03,79.83000200000001,81.68,79.83000200000001,81.5,66.766205,3401300
2010-02-04,81.129997,81.129997,78.83000200000001,79.209999,64.89019,5312600
2010-02-05,79.160004,79.5,77.260002,78.540001,64.341339,5408000
2010-02-08,78.480003,78.480003,77.25,77.529999,63.513897,4407300
2010-02-09,78.279999,79.410004,77.900002,78.720001,64.488785,4252500
2010-02-10,78.800003,79.290001,78.0,78.620003,64.40686,2445200
