Date,Open,High,Low,Close,Adj Close,Volume
2017-12-01,61.959998999999996,62.689999,60.709998999999996,61.959998999999996,61.959998999999996,5443400
2017-12-04,62.389998999999996,62.48,58.349998,58.599998,58.599998,12491600
2017-12-05,57.639998999999996,60.720001,57.290001000000004,59.549999,59.549999,7681800
2017-12-06,59.48,60.810001,58.630001,60.75,60.75,8302600
2017-12-07,60.799999,62.450001,60.689999,61.57,61.57,7202200
2017-12-08,62.259997999999996,63.509997999999996,62.040001000000004,62.43,62.43,6009100
2017-12-11,62.139998999999996,63.18,62.139998999999996,63.169998,63.169998,4072700
2017-12-12,64.110001,64.690002,63.200001,64.400002,64.400002,6460100
2017-12-13,64.849998,65.279999,64.300003,64.599998,64.599998,5536600
2017-12-14,64.699997,65.449997,64.540001,65.029999,65.029999,4737100
2017-12-15,65.470001,67.0,64.989998,66.730003,66.730003,9737000
2017-12-18,67.08000200000001,67.400002,65.879997,66.010002,66.010002,6236800
2017-12-19,66.099998,66.25,64.389999,64.900002,64.900002,6141600
2017-12-20,65.309998,65.440002,64.010002,64.379997,64.379997,4714000
2017-12-21,64.510002,65.199997,64.139999,65.08000200000001,65.08000200000001,3362500
2017-12-22,64.860001,64.949997,64.379997,64.510002,64.510002,3300500
2017-12-26,64.239998,64.470001,63.380001,63.450001,63.450001,3236200
2017-12-27,63.669998,63.740002000000004,63.07,63.34,63.34,4840700
2017-12-28,63.34,63.5,62.599998,63.400002,63.400002,3108800
2017-12-29,63.59,63.830002,63.119999,63.32,63.32,3218000
2018-01-02,63.540001000000004,64.66999799999999,63.369999,64.309998,64.309998,5138800
2018-01-03,64.550003,65.75,64.400002,65.309998,65.309998,4383900
2018-01-04,65.75,65.870003,64.360001,64.660004,64.660004,3919800
2018-01-05,64.879997,66.470001,64.489998,66.370003,66.370003,4999100
2018-01-08,66.489998,67.269997,65.650002,66.629997,66.629997,4622400
2018-01-09,66.75,66.75,64.900002,66.190002,66.190002,5995900
2018-01-10,65.93,66.940002,65.779999,66.83000200000001,66.83000200000001,4504000
2018-01-11,68.290001,69.33000200000001,67.230003,69.239998,69.239998,8176300
2018-01-12,69.699997,70.709999,69.050003,70.360001,70.360001,8021900
2018-01-16,70.91999799999999,71.18,68.400002,68.709999,68.709999,5371700
2018-01-17,69.970001,70.82,68.790001,70.360001,70.360001,7076100
2018-01-18,70.110001,70.720001,69.16999799999999,69.800003,69.800003,5620200
2018-01-19,70.220001,70.839996,69.480003,70.57,70.57,5210000
2018-01-22,70.449997,71.400002,69.68,71.300003,71.300003,3862700
2018-01-23,71.32,72.370003,71.150002,71.550003,71.550003,4996000
