Date,Open,High,Low,Close,Adj Close,Volume
2017-12-01,147.699997,148.360001,145.75,146.570007,146.570007,1971600
2017-12-04,147.5,147.970001,146.080002,147.149994,147.149994,2099800
2017-12-05,147.240005,148.479996,146.78999299999998,147.669998,147.669998,1398900
2017-12-06,147.979996,148.479996,147.270004,148.270004,148.270004,1363400
2017-12-07,148.0,148.66000400000001,147.240005,148.600006,148.600006,1526400
2017-12-08,149.100006,150.58999599999999,148.720001,150.529999,150.529999,1736000
2017-12-11,150.550003,151.139999,150.130005,150.690002,150.690002,1983300
2017-12-12,150.610001,152.800003,149.96000700000002,152.100006,152.100006,2317900
2017-12-13,151.809998,152.75,150.41000400000001,151.419998,151.419998,1596800
2017-12-14,151.83999599999999,152.41000400000001,151.149994,151.21000700000002,151.21000700000002,1612500
2017-12-15,152.53999299999998,152.899994,150.66000400000001,152.66000400000001,152.66000400000001,3498800
2017-12-18,153.050003,153.75,151.580002,151.720001,151.720001,2277500
2017-12-19,151.96000700000002,152.78999299999998,150.990005,152.220001,152.220001,2063900
2017-12-20,152.179993,152.869995,151.619995,151.75,151.75,3206200
2017-12-21,156.300003,158.440002,153.91000400000001,154.199997,154.199997,4563600
2017-12-22,155.779999,156.0,153.800003,153.889999,153.889999,1818600
2017-12-26,153.139999,153.470001,152.46000700000002,152.990005,152.990005,1514400
2017-12-27,153.240005,153.759995,152.830002,153.320007,153.320007,1690400
2017-12-28,153.46000700000002,153.91000400000001,152.990005,153.570007,153.570007,1124300
2017-12-29,154.429993,154.580002,153.070007,153.08999599999999,153.08999599999999,1452100
2018-01-02,153.5,154.100006,152.779999,153.83999599999999,153.83999599999999,3061900
2018-01-03,152.990005,154.990005,152.990005,154.550003,154.550003,2064200
2018-01-04,155.0,156.860001,154.770004,156.380005,156.380005,1777000
2018-01-05,156.610001,157.720001,156.130005,157.669998,157.669998,1597600
2018-01-08,157.369995,159.009995,156.83999599999999,158.929993,158.929993,2616900
2018-01-09,158.5,159.490005,157.449997,159.46000700000002,159.46000700000002,3204700
2018-01-10,158.949997,159.149994,157.729996,158.899994,158.899994,1624100
2018-01-11,158.899994,159.399994,158.050003,159.110001,159.110001,1809200
2018-01-12,159.5,160.639999,158.570007,160.110001,160.110001,2048800
2018-01-16,160.25,160.369995,157.91000400000001,157.96000700000002,157.96000700000002,2858700
2018-01-17,159.100006,160.470001,158.809998,160.21000700000002,160.21000700000002,2143100
2018-01-18,160.130005,161.080002,159.820007,160.940002,160.940002,1715500
2018-01-19,161.600006,162.5,160.199997,161.75,161.75,2246700
2018-01-22,161.21000700000002,161.880005,160.820007,161.429993,161.429993,1720000
2018-01-23,161.28999299999998,162.050003,160.639999,160.880005,160.880005,1611700
